"sample","latitude","longitude","date","time.bottom","location","depth","fov.Open","mean.relief","sd.relief","broad.Ascidians","broad.Bryozoa","broad.Consolidated","broad.Hydroids","broad.Invertebrate Complex","broad.Macroalgae","broad.Octocoral/Black","broad.Seagrasses","broad.Sponges","broad.Stony corals","broad.Unconsolidated","broad.Unknown"
"76",-34.1217,114.916,20210308,12:16:18,"West Coast",43.3,100,2.86885245901639,0.340363033444467,0,0,2.53164556962025,0,0,58.2278481012658,0,27.8481012658228,6.32911392405063,0,5.06329113924051,0
"144",-34.1221,114.92,20210308,12:25:27,"West Coast",43.2,100,2.35,0.605763280945926,0,0,7.04225352112676,0,0,38.0281690140845,0,12.6760563380282,5.63380281690141,0,33.8028169014084,2.8169014084507
"5",-34.125,114.93,20210308,12:36:29,"West Coast",45.2,100,2.6031746031746,0.493168901894889,0,0,1.25,0,0,82.5,0,0,7.5,0,3.75,5
"107",-34.1347,114.94,20210308,12:49:09,"West Coast",44.4,100,2.92307692307692,0.268543077764787,0,0,1.25,0,0,88.75,0,0,0,0,7.5,2.5
"37",-34.1303,114.931,20210308,13:01:59,"West Coast",46.5,100,2.9672131147541,0.179556222834158,0,0,0,0,0,95,0,5,0,0,0,0
"102",-34.1305,114.926,20210308,13:10:46,"West Coast",35.3,100,2.85294117647059,0.579879191802191,0,0,2.53164556962025,0,0,59.4936708860759,0,32.9113924050633,0,0,3.79746835443038,1.26582278481013
"57",-34.1341,114.924,20210308,13:19:57,"West Coast",44.4,100,2.35820895522388,0.513499359337284,0,0,3.79746835443038,0,0,59.4936708860759,0,17.7215189873418,7.59493670886076,0,10.126582278481,1.26582278481013
"24",-34.1347,114.923,20210308,13:28:10,"West Coast",39.9,100,2.93846153846154,0.242185561406633,0,0,2.53164556962025,0,0,68.3544303797468,0,21.5189873417722,0,0,0,7.59493670886076
"70",-34.1321,114.922,20210308,13:36:49,"West Coast",38.7,100,3,0,0,0,0,0,0,29.1139240506329,0,65.8227848101266,0,0,0,5.06329113924051
"62",-34.1281,114.919,20210308,13:46:11,"West Coast",40.4,100,1.81944444444444,1.14235226663909,0,0,5,0,0,36.25,0,7.5,0,0,51.25,0
"104",-34.1255,114.918,20210308,13:54:56,"West Coast",41.8,100,3,0,0,0,6.41025641025641,0,0,56.4102564102564,0,25.6410256410256,1.28205128205128,0,0,10.2564102564103
"30",-34.1256,114.915,20210308,14:03:59,"West Coast",41.7,100,2.97101449275362,0.168994821775317,0,0,0,0,0,70,0,18.75,2.5,0,3.75,5
"95",-34.1229,114.91,20210308,14:13:32,"West Coast",41.2,100,2.5,0.734630886692453,0,0,11.25,0,0,50,0,8.75,8.75,0,15,6.25
"106",-34.1313,114.875,20210308,14:31:45,"West Coast",43.9,100,2.84210526315789,0.367883603690979,0,0,2.53164556962025,0,0,60.7594936708861,0,22.7848101265823,2.53164556962025,0,2.53164556962025,8.86075949367089
"39",-34.1301,114.877,20210308,14:42:20,"West Coast",42.3,100,2.88524590163934,0.321370018085991,0,0,1.26582278481013,0,0,77.2151898734177,0,8.86075949367089,2.53164556962025,0,3.79746835443038,6.32911392405063
"140",-34.1163,114.882,20210308,14:54:08,"West Coast",42.4,100,2.40677966101695,0.529106079833831,0,0,11.3924050632911,0,0,67.0886075949367,0,11.3924050632911,1.26582278481013,0,6.32911392405063,2.53164556962025
"10",-34.1084,114.886,20210308,15:04:55,"West Coast",41.5,100,2.43548387096774,0.499867777334724,0,0,9.09090909090909,0,0,75.3246753246753,0,2.5974025974026,2.5974025974026,0,6.49350649350649,3.8961038961039
"147",-34.0908,114.895,20210308,15:18:53,"West Coast",43.3,100,2.21212121212121,0.511863909652421,0,0,17.7215189873418,0,0,62.0253164556962,0,2.53164556962025,1.26582278481013,0,12.6582278481013,3.79746835443038
"23",-34.0829,114.899,20210308,15:29:52,"West Coast",43.2,100,2.52238805970149,0.53252426193765,0,0,9.09090909090909,0,0,75.3246753246753,0,0,1.2987012987013,0,9.09090909090909,5.19480519480519
"Old Point",-34.0307,114.52884,20210309,07:36:34,"West Coast",42.3,100,2.16417910447761,0.447112450277472,0,0,20.5128205128205,0,0,53.8461538461538,0,7.69230769230769,5.12820512820513,0,11.5384615384615,1.28205128205128
"41",-34.0596,114.877,20210309,07:50:33,"West Coast",41.4,100,2.578125,0.612169898089561,0,0,1.35135135135135,0,0,85.1351351351351,0,1.35135135135135,5.40540540540541,0,1.35135135135135,5.40540540540541
"33",-34.0742,114.871,20210309,08:07:39,"West Coast",46.7,100,2.39344262295082,0.492567711913471,0,0,2.56410256410256,0,0,93.5897435897436,0,1.28205128205128,1.28205128205128,0,1.28205128205128,0
"86",-34.0774,114.865,20210309,08:18:23,"West Coast",41.2,100,2.31147540983607,0.671837867508657,0,0,19.4805194805195,0,0,58.4415584415584,0,9.09090909090909,0,0,7.79220779220779,5.19480519480519
"56",-34.0782,114.873,20210309,08:30:02,"West Coast",41.6,100,2.41666666666667,0.666079553680329,0,0,3.79746835443038,0,0,78.4810126582278,0,1.26582278481013,0,0,16.4556962025316,0
"65",-34.0813,114.884,20210309,08:41:51,"West Coast",41.6,100,2.24590163934426,0.674678632261761,0,0,2.5,0,0,63.75,0,3.75,1.25,0,20,8.75
"137",-34.0854,114.877,20210309,08:57:16,"West Coast",42.1,100,2.39130434782609,0.711613562189889,0,0,3.84615384615385,0,0,60.2564102564103,0,11.5384615384615,5.12820512820513,0,19.2307692307692,0
"48",-34.0891,114.882,20210309,09:08:35,"West Coast",42.1,100,2.46666666666667,0.566483852199037,0,0,2.53164556962025,0,0,74.6835443037975,0,10.126582278481,5.06329113924051,0,5.06329113924051,2.53164556962025
"67",-34.0899,114.873,20210309,09:19:29,"West Coast",42.5,100,2.1044776119403,0.526115794323488,0,0,16.4556962025316,0,0,65.8227848101266,0,1.26582278481013,0,0,16.4556962025316,0
"126",-34.0912,114.87,20210309,09:30:26,"West Coast",43.1,100,2.36065573770492,0.731044615265168,0,0,0,0,0,56.4102564102564,0,12.8205128205128,1.28205128205128,0,26.9230769230769,2.56410256410256
"44",-34.0931,114.858,20210309,09:43:34,"West Coast",43.8,100,2.28260869565217,0.501687972006544,0,0,2.53164556962025,0,0,64.5569620253165,0,22.7848101265823,0,0,6.32911392405063,3.79746835443038
"35",-34.0959,114.852,20210309,09:54:00,"West Coast",43.5,100,2.45901639344262,0.593682588925633,0,0,0,0,0,75.9493670886076,0,11.3924050632911,3.79746835443038,0,8.86075949367089,0
"100",-34.0961,114.847,20210309,10:03:01,"West Coast",43.4,100,2.24615384615385,0.771175426515614,0,0,13.75,0,0,43.75,0,11.25,3.75,0,27.5,0
"7",-34.0995,114.853,20210309,10:12:29,"West Coast",44.2,100,2.265625,0.821191304587523,0,0,3.79746835443038,0,0,40.5063291139241,0,12.6582278481013,2.53164556962025,0,36.7088607594937,3.79746835443038
"108",-34.1001,114.85,20210309,10:21:15,"West Coast",44.1,100,2.63333333333333,0.58125132889709,0,0,1.25,0,0,50,0,31.25,3.75,0,7.5,6.25
"26",-34.1003,114.844,20210309,10:30:44,"West Coast",44.2,100,2.015625,0.62974390108391,0,0,5,0,0,76.25,0,2.5,0,0,16.25,0
"125",-34.104,114.847,20210309,10:40:33,"West Coast",45.8,100,2.6,0.632455532033676,0,0,5.19480519480519,0,0,61.038961038961,0,5.19480519480519,6.49350649350649,0,19.4805194805195,2.5974025974026
"98",-34.1139,114.856,20210309,10:51:35,"West Coast",43.5,100,2.93333333333333,0.251548874293232,0,0,8.86075949367089,0,0,73.4177215189873,0,15.1898734177215,1.26582278481013,0,0,1.26582278481013
"1",-34.1318,114.853,20210309,11:05:09,"West Coast",44.1,100,2.3030303030303,0.580972578982122,0,0,12.3456790123457,0,0,65.4320987654321,0,0,0,0,12.3456790123457,9.87654320987654
"83",-34.1341,114.838,20210309,11:16:50,"West Coast",47.9,100,1.52307692307692,0.663976945846303,0,0,46.7532467532467,0,0,40.2597402597403,0,1.2987012987013,0,0,10.3896103896104,1.2987012987013
"88",-34.1351,114.827,20210309,11:29:20,"West Coast",50.3,100,2.45588235294118,0.53066625342088,0,0,22.5,0,0,47.5,0,18.75,8.75,0,0,2.5
"36",-34.1317,114.822,20210309,11:39:04,"West Coast",50.7,100,2.38333333333333,0.613179174927665,0,0,2.5974025974026,0,0,84.4155844155844,0,0,1.2987012987013,0,5.19480519480519,6.49350649350649
"130",-34.1213,114.83,20210309,11:51:00,"West Coast",48.1,100,2.6875,0.774084200333755,0,0,1.25,0,0,46.25,0,21.25,0,22.5,8.75,0
"46",-34.119,114.831,20210309,11:59:57,"West Coast",48.1,100,1.90322580645161,0.843678079763798,0,0,24.6753246753247,0,0,59.7402597402597,0,6.49350649350649,0,0,7.79220779220779,1.2987012987013
"93",-34.1196,114.845,20210309,12:12:12,"West Coast",45.1,100,1.83823529411765,0.784367681784678,0,0,33.3333333333333,0,0,42.3076923076923,0,0,0,0,24.3589743589744,0
"78",-34.1182,114.841,20210309,12:21:57,"West Coast",46.7,100,2.91803278688525,0.37837732345782,0,0,1.31578947368421,0,0,69.7368421052632,0,18.4210526315789,10.5263157894737,0,0,0
"50",-34.1143,114.842,20210309,12:32:09,"West Coast",45.7,100,2.54098360655738,0.502452999188424,0,0,3.79746835443038,0,0,73.4177215189873,0,20.253164556962,2.53164556962025,0,0,0
"80",-34.1034,114.832,20210309,12:45:20,"West Coast",46.6,100,2.14285714285714,0.503444357598888,0,0,30,0,0,63.75,0,2.5,1.25,0,2.5,0
"114",-34.0969,114.834,20210309,12:55:55,"West Coast",46.4,100,2.6984126984127,0.462633437940521,0,0,8.97435897435897,0,0,57.6923076923077,0,30.7692307692308,1.28205128205128,0,1.28205128205128,0
"64",-34.0937,114.84,20210309,13:06:18,"West Coast",47.7,100,1.88524590163934,0.635042273021718,0,0,8.64197530864197,0,0,48.1481481481481,0,16.0493827160494,2.46913580246914,0,17.2839506172839,7.40740740740741
"136",-34.0891,114.833,20210309,13:18:35,"West Coast",46,100,2.96923076923077,0.174035805334596,0,0,0,0,0,87.3417721518987,0,10.126582278481,0,0,1.26582278481013,1.26582278481013
"97",-34.0872,114.842,20210309,13:29:24,"West Coast",44.8,100,2.46875,0.590096844352082,0,0,0,0,0,58.2278481012658,0,21.5189873417722,1.26582278481013,0,13.9240506329114,5.06329113924051
"121",-34.0836,114.853,20210309,13:40:06,"West Coast",42.8,100,2.6984126984127,0.462633437940521,0,0,6.32911392405063,0,0,78.4810126582278,0,5.06329113924051,0,0,10.126582278481,0
"3",-34.0789,114.851,20210309,13:52:23,"West Coast",43.5,100,2.609375,0.491747370293402,0,0,0,0,0,86.0759493670886,0,8.86075949367089,0,0,3.79746835443038,1.26582278481013
"73",-34.0802,114.848,20210309,14:01:47,"West Coast",43.4,100,2.40983606557377,0.495884703680465,0,0,5.06329113924051,0,0,88.6075949367088,0,0,1.26582278481013,0,2.53164556962025,2.53164556962025
"118",-34.0714,114.826,20210309,14:17:04,"West Coast",47.3,100,2.38095238095238,0.580004767182061,0,0,13.9240506329114,0,0,75.9493670886076,0,2.53164556962025,1.26582278481013,0,6.32911392405063,0
"128",-34.0694,114.823,20210309,14:26:53,"West Coast",47.8,100,2.35294117647059,0.5115007442942,0,0,8.86075949367089,0,0,82.2784810126582,0,2.53164556962025,1.26582278481013,0,3.79746835443038,1.26582278481013
"60",-34.0652,114.821,20210309,14:36:23,"West Coast",48.7,100,2.0655737704918,0.543717219977946,0,0,23.75,0,0,61.25,0,6.25,3.75,0,5,0
"134",-34.0631,114.857,20210309,14:53:24,"West Coast",41.7,100,2.72131147540984,0.452074755653812,0,0,2.53164556962025,0,0,77.2151898734177,0,17.7215189873418,0,0,2.53164556962025,0
"120",-34.0617,114.861,20210309,15:01:57,"West Coast",41.2,100,2.42622950819672,0.531005850358312,0,0,2.53164556962025,0,0,69.620253164557,0,8.86075949367089,2.53164556962025,0,13.9240506329114,2.53164556962025
"8",-34.0554,114.851,20210309,15:13:44,"West Coast",42.5,100,2.11111111111111,0.57110846128557,0,0,13.9240506329114,0,0,46.8354430379747,0,11.3924050632911,7.59493670886076,0,20.253164556962,0
"68",-34.05,114.859,20210309,15:24:24,"West Coast",41.1,100,2.61904761904762,0.489521538244774,0,0,19.4805194805195,0,0,51.9480519480519,0,19.4805194805195,0,0,2.5974025974026,6.49350649350649
"117",-34.0681,114.76,20210310,07:47:40,"West Coast",87.6,100,1.53968253968254,0.779275859587208,0,0,0,0,25,0,0,0,21.25,0,48.75,5
"17",-34.0742,114.757,20210310,07:59:46,"West Coast",92.2,100,0.969230769230769,0.174035805334596,0,0,0,1.28205128205128,1.28205128205128,0,0,0,6.41025641025641,0,89.7435897435898,1.28205128205128
"40",-34.0784,114.754,20210310,08:11:17,"West Coast",97,100,0.40625,0.495014830625995,0,0,1.25,0,2.5,0,0,0,0,0,96.25,0
"72",-34.0685,114.747,20210310,08:24:26,"West Coast",105,100,0.80952380952381,0.395830806847786,0,0,3.75,1.25,0,0,0,0,0,0,95,0
"109",-34.0839,114.741,20210310,08:39:30,"West Coast",114,100,0.161290322580645,0.370801010976073,0,0,0,0,0,0,0,0,0,0,100,0
"145",-34.0891,114.732,20210310,08:53:28,"West Coast",121,100,0.0188679245283019,0.137360563948689,0,0,0,0,0,0,0,0,0,0,100,0
"S1",34.10277,114.639918,20210310,09:35:53,"West Coast",140,100,0.1,0.302531690453766,0,0,0,0,0,0,0,0,0,0,100,0
"S2",34.10284,114.640335,20210310,09:48:43,"West Coast",140,100,0.344827586206897,0.479463301485384,0,0,0,0,0,0,0,0,5.06329113924051,0,93.6708860759494,1.26582278481013
"S3",34.102738,114.640238,20210310,10:00:35,"West Coast",140,100,0.344827586206897,0.806807095314742,0,0,0,0,0,0,0,0,1.25,0,96.25,2.5
"90",-34.1003,114.731,20210310,10:40:20,"West Coast",122,100,0.0909090909090909,0.29012942659283,0,0,0,0,0,0,0,0,1.25,0,98.75,0
"22",-34.1033,114.745,20210310,10:53:32,"West Coast",116,100,0.114754098360656,0.321370018085991,0,0,0,1.38888888888889,0,0,0,0,0,0,95.8333333333333,2.77777777777778
"77",-34.0979,114.75,20210310,11:05:33,"West Coast",111,100,0,0,0,0,0,0,0,0,0,0,0,0,100,0
"82",-34.0964,114.759,20210310,11:17:10,"West Coast",100,100,0.793650793650794,0.480548415161132,1.33333333333333,0,1.33333333333333,2.66666666666667,8,0,0,0,6.66666666666667,0,77.3333333333333,2.66666666666667
"49",-34.103,114.762,20210310,11:29:02,"West Coast",96.4,100,0.73134328358209,0.446606380562069,0,0,2.53164556962025,0,3.79746835443038,0,0,0,2.53164556962025,0,91.1392405063291,0
"141",-34.1175,114.762,20210310,11:43:24,"West Coast",105,100,0.577464788732394,0.497478551755491,0,0,0,0,0,0,0,0,0,0,95,5
"11",-34.1163,114.775,20210310,11:56:15,"West Coast",87.5,100,1.52459016393443,0.648242685446564,0,0,30.1587301587302,0,7.93650793650794,0,1.58730158730159,0,3.17460317460317,0,57.1428571428571,0
"146",-34.1099,114.79,20210310,12:11:02,"West Coast",62.1,100,2.45454545454545,0.501745206004255,0,0,63.75,0,0,16.25,0,0,15,0,3.75,1.25
"18",-34.1078,114.787,20210310,12:21:15,"West Coast",61.6,100,1.21311475409836,0.551203353230023,0,0,15.9420289855072,0,0,39.1304347826087,0,0,0,0,43.4782608695652,1.44927536231884
"42",-34.106,114.781,20210310,12:31:20,"West Coast",70.1,100,1,0,0,0,11.25,0,0,1.25,0,0,0,0,86.25,1.25
"84",-34.1034,114.78,20210310,12:40:18,"West Coast",69,100,2.04545454545455,0.209895078684432,0,0,65.7894736842105,0,5.26315789473684,1.31578947368421,0,0,21.0526315789474,0,3.94736842105263,2.63157894736842
"20",-34.1018,114.784,20210310,12:51:30,"West Coast",63.7,100,2.10769230769231,0.312403831356393,0,0,43.75,0,0,11.25,0,1.25,43.75,0,0,0
"55",-34.1011,114.778,20210310,13:01:39,"West Coast",71.7,100,2.04545454545455,0.369274472937998,0,0,13.3333333333333,2.66666666666667,14.6666666666667,0,1.33333333333333,0,52,0,8,8
"115",-34.1013,114.774,20210310,13:11:40,"West Coast",80.2,100,1.94285714285714,0.233791328096591,0,0,13.9240506329114,2.53164556962025,0,1.26582278481013,1.26582278481013,0,55.6962025316456,0,25.3164556962025,0
"96",-34.0975,114.776,20210310,13:21:13,"West Coast",71.4,100,1.72463768115942,0.591211566864641,0,0,33.3333333333333,3.84615384615385,0,19.2307692307692,1.28205128205128,0,3.84615384615385,0,38.4615384615385,0
"89",-34.0945,114.775,20210310,13:30:24,"West Coast",72.3,100,1.66666666666667,0.560112033611204,0,0,34.1772151898734,0,0,8.86075949367089,0,0,2.53164556962025,0,54.4303797468354,0
"131",-34.0906,114.773,20210310,13:40:07,"West Coast",73.4,100,1.81538461538462,0.391004623226651,0,0,5.26315789473684,6.57894736842105,19.7368421052632,0,0,0,46.0526315789474,0,11.8421052631579,10.5263157894737
"112",-34.0897,114.779,20210310,13:50:27,"West Coast",64.3,100,2.06756756756757,0.604346835940928,0,0,55.6962025316456,1.26582278481013,1.26582278481013,25.3164556962025,0,0,5.06329113924051,0,11.3924050632911,0
"101",-34.0917,114.782,20210310,13:59:19,"West Coast",65.1,100,1.22388059701493,0.67016270123976,0,0,28.75,0,6.25,8.75,0,0,6.25,0,50,0
"12",-34.0901,114.783,20210310,14:07:52,"West Coast",64.1,100,2.328125,0.536144007544052,0,0,26.9230769230769,0,5.12820512820513,3.84615384615385,3.84615384615385,0,52.5641025641026,0,3.84615384615385,3.84615384615385
"54",-34.0925,114.789,20210310,14:19:06,"West Coast",61.4,100,2.09836065573771,0.300273099737938,0,0,13.75,0,17.5,12.5,1.25,0,46.25,2.5,3.75,2.5
"94",-34.0889,114.787,20210310,14:31:40,"West Coast",62.7,100,1.33333333333333,0.80491448237913,0,0,7.59493670886076,0,0,10.126582278481,0,0,0,0,82.2784810126582,0
"4",-34.0862,114.785,20210310,14:41:33,"West Coast",63.5,100,2.33823529411765,0.476626645012355,0,0,20.253164556962,0,0,36.7088607594937,1.26582278481013,1.26582278481013,25.3164556962025,0,12.6582278481013,2.53164556962025
"79",-34.0875,114.783,20210310,14:50:01,"West Coast",63.5,100,1.49180327868852,0.766440926614094,0,0,10.3896103896104,0,5.19480519480519,19.4805194805195,0,0,10.3896103896104,0,46.7532467532467,7.79220779220779
"103",-34.0866,114.774,20210310,15:02:11,"West Coast",69.1,100,2.15625,0.510796141736308,0,0,7.79220779220779,0,10.3896103896104,9.09090909090909,3.8961038961039,0,15.5844155844156,0,41.5584415584416,11.6883116883117
"129",-34.0839,114.772,20210310,15:11:59,"West Coast",71.8,100,2.38235294117647,0.599238615535939,0,5,10,2.5,23.75,1.25,3.75,0,46.25,0,7.5,0
"45",-34.0816,114.771,20210310,15:21:31,"West Coast",74.4,100,1.95238095238095,0.580004767182061,0,0,20,0,10,8.75,0,0,51.25,0,10,0
"143",-34.0833,114.776,20210310,15:31:04,"West Coast",63.3,100,2,0,0,0,63.75,0,3.75,2.5,0,0,20,0,10,0
"113",-34.0809,114.78,20210310,15:40:40,"West Coast",64.4,100,1.234375,0.886265349565958,0,1.26582278481013,3.79746835443038,0,0,7.59493670886076,1.26582278481013,0,2.53164556962025,0,83.5443037974684,0
"122",-34.0789,114.777,20210310,15:49:34,"West Coast",66.4,100,1.42028985507246,0.497221607045806,0,0,33.7662337662338,0,0,37.6623376623377,0,0,3.8961038961039,0,24.6753246753247,0
"27",-34.0521,114.789,20210311,07:35:29,"West Coast",54.2,100,2.82539682539683,0.382676589626049,0,0,3.79746835443038,0,0,67.0886075949367,0,2.53164556962025,1.26582278481013,0,3.79746835443038,21.5189873417722
"135",-34.0516,114.77,20210311,07:49:47,"West Coast",64.6,100,2.046875,0.32996813217941,0,0,4.34782608695652,0,37.6811594202899,0,4.34782608695652,0,26.0869565217391,0,8.69565217391304,18.8405797101449
"74",-34.0513,114.769,20210311,07:59:08,"West Coast",64.9,100,2.02739726027397,0.470596628987726,0,0,38.75,0,13.75,3.75,0,0,27.5,0,13.75,2.5
"105",-34.0534,114.76,20210311,08:10:00,"West Coast",79.3,100,2.27272727272727,0.869048189253482,0,0,6.25,5,32.5,0,0,0,22.5,0,28.75,5
"63",-34.056,114.761,20210311,08:20:29,"West Coast",79.6,100,1.80597014925373,0.802246957559587,0,0,6.49350649350649,0,11.6883116883117,0,2.5974025974026,0,28.5714285714286,0,48.0519480519481,2.5974025974026
"25",-34.0626,114.765,20210311,08:32:18,"West Coast",75.4,100,2,0.171498585142509,0,0,16.4556962025316,2.53164556962025,3.79746835443038,0,0,0,51.8987341772152,0,18.9873417721519,6.32911392405063
"59",-34.062,114.766,20210311,08:41:29,"West Coast",70,100,1.89230769230769,0.312403831356393,0,0,18.1818181818182,6.49350649350649,10.3896103896104,0,1.2987012987013,0,54.5454545454545,0,9.09090909090909,0
"123",-34.0614,114.785,20210311,08:55:37,"West Coast",60.4,100,1.37878787878788,0.739337572844805,0,0,8.86075949367089,0,0,21.5189873417722,0,0,7.59493670886076,0,60.7594936708861,1.26582278481013
"119",-34.0634,114.771,20210311,09:08:31,"West Coast",64.8,100,2,0,0,1.25,20,1.25,30,7.5,0,0,30,0,3.75,6.25
"15",-34.0656,114.769,20210311,09:18:54,"West Coast",70.3,100,2,0.522232967867094,0,0,10.2564102564103,0,15.3846153846154,3.84615384615385,0,0,53.8461538461538,0,14.1025641025641,2.56410256410256
"85",-34.0701,114.767,20210311,09:31:10,"West Coast",76.3,100,1.93650793650794,0.564344206137099,0,0,10.3896103896104,0,16.8831168831169,0,1.2987012987013,0,28.5714285714286,0,33.7662337662338,9.09090909090909
"81",-34.0726,114.775,20210311,09:41:57,"West Coast",67.3,100,1.64615384615385,0.623266827660143,0,0,1.26582278481013,1.26582278481013,13.9240506329114,7.59493670886076,1.26582278481013,0,22.7848101265823,0,51.8987341772152,0
"29",-34.1266,114.784,20210311,10:08:31,"West Coast",74,100,1.6,0.493710441453287,0,0,1.35135135135135,1.35135135135135,0,17.5675675675676,0,0,13.5135135135135,0,59.4594594594595,6.75675675675676
"61",-34.1305,114.783,20210311,10:18:51,"West Coast",80.9,100,1.67605633802817,0.580015957596339,0,0,20.5128205128205,1.28205128205128,8.97435897435897,0,8.97435897435897,0,28.2051282051282,0,29.4871794871795,2.56410256410256
"21",-34.1285,114.797,20210311,10:31:29,"West Coast",62.5,100,2.59090909090909,0.495433694306862,0,0,33.7662337662338,0,0,7.79220779220779,0,0,45.4545454545455,0,7.79220779220779,5.19480519480519
