Dot Point Measurements

Generated: Wednesday 29 September 2021 13:26:35

Filename	Frame	Time (mins)	Image row	Image col	Date	Location	Site #	Transect #	Latitude	Longitude	Rugosity	Depth	Collector	Fishing status	Spare	Spare	BROAD	MORPHOLOGY	TYPE	FieldOfView	Relief	CODE			Radius %
04.JPG	      0		1004	1445													Unconsolidated	Sand	mud (coarse sand)	Open	".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	82001014			47.0
04.JPG	      0		934	831													Unconsolidated	Sand	mud (coarse sand)	Open	".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	82001014			23.8
04.JPG	      0		1032	415													Unconsolidated	Sand	mud (coarse sand)	Open	".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	82001014			65.9
04.JPG	      0		1000	1892													Unconsolidated	Sand	mud (coarse sand)	Open	".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	82001014			89.8
04.JPG	      0		620	1365													Unconsolidated	Sand	mud (coarse sand)	Open	".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	82001014			38.8
04.JPG	      0		674	427													Open Water			Open					61.8
04.JPG	      0		919	1496													Unconsolidated	Sand	mud (coarse sand)	Open	".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	82001014			48.9
04.JPG	      0		979	1579													Unconsolidated	Sand	mud (coarse sand)	Open	".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	82001014			58.7
04.JPG	      0		583	410													Open Water			Open					66.0
04.JPG	      0		839	651													Consolidated	Cobbles	No biota	Open		82001004			38.0
04.JPG	      0		879	1400													Unconsolidated	Sand	mud (coarse sand)	Open	".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	82001014			38.6
04.JPG	      0		611	962													Unconsolidated	Sand	mud (coarse sand)	Open	".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	82001014			20.2
04.JPG	      0		896	364													Consolidated	Cobbles	No biota	Open		82001004			67.5
04.JPG	      0		623	687													Open Water			Open					38.6
04.JPG	      0		969	1883													Unconsolidated	Sand	mud (coarse sand)	Open	".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	82001014			88.2
04.JPG	      0		702	202													Open Water			Open					83.7
04.JPG	      0		757	1503													Unconsolidated	Sand	mud (coarse sand)	Open	".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	82001014			48.4
04.JPG	      0		603	55													Open Water			Open					100.0
05.JPG	      0		1048	557													Macroalgae	Erect fine branching	Red	Open		90300910			34.3
05.JPG	      0		931	895													Macroalgae	Erect fine branching	Red	Open		90300910			8.6
05.JPG	      0		1052	245													Macroalgae	Erect fine branching	Red	Open		90300910			62.1
05.JPG	      0		729	384													Macroalgae	Erect fine branching	Red	Open		90300910			47.2
05.JPG	      0		777	1090													Macroalgae	Erect fine branching	Red	Open		90300910			24.5
05.JPG	      0		930	302													Macroalgae	Erect fine branching	Red	Open		90300910			54.0
05.JPG	      0		800	430													Macroalgae	Erect fine branching	Red	Open		90300910			41.3
05.JPG	      0		772	1679													Macroalgae	Erect fine branching	Red	Open		90300910			81.2
05.JPG	      0		1021	683													Macroalgae	Erect fine branching	Red	Open		90300910			23.0
05.JPG	      0		641	1139													Macroalgae	Erect fine branching	Red	Open		90300910			35.0
05.JPG	      0		846	1876													Macroalgae	Erect fine branching	Red	Open		90300910			100.0
05.JPG	      0		579	748													Open Water			Open					28.7
05.JPG	      0		785	761													Macroalgae	Erect fine branching	Red	Open		90300910			11.1
05.JPG	      0		993	548													Macroalgae	Erect fine branching	Red	Open		90300910			32.5
05.JPG	      0		971	649													Macroalgae	Erect fine branching	Red	Open		90300910			22.7
05.JPG	      0		655	1345													Macroalgae	Erect fine branching	Red	Open		90300910			52.0
05.JPG	      0		881	661													Macroalgae	Erect fine branching	Red	Open		90300910			18.7
05.JPG	      0		667	363													Macroalgae	Erect fine branching	Red	Open		90300910			51.0
05.JPG	      0		1057	1074													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			29.4
05.JPG	      0		954	1583													Macroalgae	Erect fine branching	Red	Open		90300910			72.1
06.JPG	      0		1002	1143													Unconsolidated	Sand	mud (coarse sand)	Open	".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	82001014			28.3
06.JPG	      0		634	390													Consolidated	Rock	Turf mat	Open		82001002			63.6
06.JPG	      0		987	1165													Macroalgae	Erect fine branching	Green	Open		80300909			28.9
06.JPG	      0		1058	739													Macroalgae	Erect fine branching	Green	Open		80300909			35.5
06.JPG	      0		852	481													Macroalgae	Erect fine branching	Red	Open		90300910			51.3
06.JPG	      0		1050	1490													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			62.0
06.JPG	      0		887	1286													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			35.7
06.JPG	      0		703	540													Macroalgae	Erect fine branching	Red	Open		90300910			46.3
06.JPG	      0		549	360													Macroalgae	Erect fine branching	Green	Open		80300909			69.8
06.JPG	      0		607	1257													Macroalgae	Erect fine branching	Red	Open		90300910			38.3
06.JPG	      0		619	1553													Macroalgae	Erect fine branching	Red	Open		90300910			66.3
06.JPG	      0		620	955													Macroalgae	Erect fine branching	Red	Open		90300910			20.2
06.JPG	      0		828	529													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			46.0
06.JPG	      0		1012	1405													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			52.1
06.JPG	      0		692	1389													Macroalgae	Erect fine branching	Red	Open		90300910			47.4
06.JPG	      0		1066	58													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			100.0
06.JPG	      0		912	1355													Unconsolidated	Sand	mud (coarse sand)	Open	".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	82001014			43.5
06.JPG	      0		616	95													Macroalgae	Erect fine branching	Green	Open		80300909			94.6
06.JPG	      0		825	1244													Consolidated	Rock	No biota	Open		82001002			30.3
06.JPG	      0		671	1774													Macroalgae	Erect fine branching	Red	Open		90300910			88.0
07.JPG	      0		976	865													Macroalgae	Erect fine branching	Red	Open		90300910			13.8
07.JPG	      0		622	1720													Macroalgae	Erect fine branching	Red	Open		90300910			90.1
07.JPG	      0		984	710													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			18.6
07.JPG	      0		953	908													Macroalgae	Erect fine branching	Red	Open		90300910			13.4
07.JPG	      0		688	1605													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			77.6
07.JPG	      0		977	134													Macroalgae	Erect fine branching	Red	Open		90300910			70.2
07.JPG	      0		619	719													Open Water			Open					24.5
07.JPG	      0		1042	946													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			22.9
07.JPG	      0		736	506													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			33.8
07.JPG	      0		858	404													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			42.3
07.JPG	      0		897	226													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			60.0
07.JPG	      0		733	1471													Macroalgae	Erect fine branching	Red	Open		90300910			63.8
07.JPG	      0		974	51													Macroalgae	Erect fine branching	Red	Open		90300910			78.1
07.JPG	      0		555	601													Open Water			Open					36.3
07.JPG	      0		872	793													Macroalgae	Erect fine branching	Red	Open		90300910			5.0
07.JPG	      0		662	1131													Macroalgae	Erect fine branching	Red	Open		90300910			34.2
07.JPG	      0		1016	535													Macroalgae	Erect fine branching	Red	Open		90300910			34.1
07.JPG	      0		1018	633													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			26.4
07.JPG	      0		920	1844													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			100.0
07.JPG	      0		705	848													Macroalgae	Erect fine branching	Red	Open		90300910			13.4
08.JPG	      0		644	218													Sponges	Crusts		Open		10000901			70.3
08.JPG	      0		558	1742													Sponges	Crusts		Open		10000901			87.2
08.JPG	      0		642	1894													Sponges	Erect forms		Open		10000912			100.0
08.JPG	      0		820	1521													Sponges	Crusts		Open		10000901			61.5
08.JPG	      0		1068	1471													Sponges	Crusts		Open		10000901			61.9
08.JPG	      0		911	503													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			41.1
08.JPG	      0		830	28													Sponges	Crusts		Open		10000901			87.2
08.JPG	      0		636	59													Sponges	Crusts		Open		10000901			85.9
08.JPG	      0		673	1834													Sponges	Crusts		Open		10000901			93.6
08.JPG	      0		876	280													Sponges	Crusts		Open		10000901			62.4
08.JPG	      0		974	1434													Sponges	Crusts		Open		10000901			55.2
08.JPG	      0		970	957													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			16.6
08.JPG	      0		678	638													Sponges	Crusts		Open		10000901			29.6
08.JPG	      0		924	1881													Sponges	Crusts		Open		10000901			97.8
08.JPG	      0		827	222													Sponges	Crusts		Open		10000901			67.9
08.JPG	      0		884	1324													Sponges	Crusts		Open		10000901			42.5
08.JPG	      0		1010	116													Sponges	Hollow forms		Open		10000909			80.8
08.JPG	      0		683	177													Sponges	Crusts		Open		10000901			73.4
08.JPG	      0		707	747													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			18.8
08.JPG	      0		931	1031													Sponges	Erect forms		Open		10000912			17.3
09.JPG	      0		772	1016													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			28.5
09.JPG	      0		1026	119													Consolidated	Cobbles	No biota	Open		82001004			67.2
09.JPG	      0		1065	905													Macroalgae	Erect fine branching	Red	Open		90300910			29.8
09.JPG	      0		876	1604													Open Water			Open					88.4
09.JPG	      0		643	363													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			43.0
09.JPG	      0		627	436													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			37.3
09.JPG	      0		794	541													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			20.9
09.JPG	      0		949	1546													Open Water			Open					83.3
09.JPG	      0		815	951													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			21.4
09.JPG	      0		835	561													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			18.6
09.JPG	      0		655	530													Macroalgae	Erect fine branching	Red	Open		90300910			27.7
09.JPG	      0		765	1451													Open Water			Open					72.8
09.JPG	      0		863	12													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			74.9
09.JPG	      0		772	122													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			63.7
09.JPG	      0		651	184													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			59.9
09.JPG	      0		705	1712													Open Water			Open					100.0
09.JPG	      0		1011	1098													Macroalgae	Erect fine branching	Red	Open		90300910			41.2
09.JPG	      0		745	600													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			16.7
09.JPG	      0		927	635													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			15.3
09.JPG	      0		970	464													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			32.2
10.JPG	      0		1068	1319													Macroalgae	Erect fine branching	Red	Open		90300910			52.8
10.JPG	      0		665	1475													Open Water			Open					67.9
10.JPG	      0		876	811													Sponges	Erect forms		Open		10000912			10.7
10.JPG	      0		971	1339													Macroalgae	Erect fine branching	Red	Open		90300910			50.9
10.JPG	      0		768	1786													Macroalgae	Erect fine branching	Red	Open		90300910			100.0
10.JPG	      0		933	444													Macroalgae	Erect fine branching	Red	Open		90300910			52.5
10.JPG	      0		702	1295													Open Water			Open					47.4
10.JPG	      0		641	400													Open Water			Open					61.6
10.JPG	      0		962	1070													Macroalgae	Erect fine branching	Red	Open		90300910			22.5
10.JPG	      0		994	1534													Macroalgae	Erect fine branching	Red	Open		90300910			72.9
10.JPG	      0		660	780													Open Water			Open					25.9
10.JPG	      0		1021	121													Macroalgae	Erect fine branching	Red	Open		90300910			90.2
10.JPG	      0		899	385													Macroalgae	Erect fine branching	Red	Open		90300910			58.6
10.JPG	      0		889	484													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			47.4
10.JPG	      0		622	406													Open Water			Open					61.8
10.JPG	      0		919	626													Macroalgae	Erect fine branching	Red	Open		90300910			32.0
10.JPG	      0		619	1350													Open Water			Open					57.0
10.JPG	      0		1001	991													Macroalgae	Erect fine branching	Red	Open		90300910			19.3
10.JPG	      0		1047	695													Sponges	Erect forms		Open		10000912			32.0
10.JPG	      0		823	748													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			17.8
11.JPG	      0		1023	165													Unconsolidated	Pebble	gravel (pebble 10-64mm)	Open		82001012			79.6
11.JPG	      0		550	576													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			37.0
11.JPG	      0		551	624													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			32.8
11.JPG	      0		751	1232													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			32.5
11.JPG	      0		551	1166													Macroalgae	Erect fine branching	Red	Open		90300910			30.9
11.JPG	      0		669	1559													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			65.1
11.JPG	      0		738	776													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			13.0
11.JPG	      0		576	529													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			40.2
11.JPG	      0		700	1912													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			100.0
11.JPG	      0		898	1237													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			37.3
11.JPG	      0		708	987													Consolidated	Rock	No biota	Open		82001002			8.2
11.JPG	      0		673	396													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			51.0
11.JPG	      0		710	1473													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			56.3
11.JPG	      0		797	1425													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			52.1
11.JPG	      0		954	140													Unconsolidated	Pebble	gravel (pebble 10-64mm)	Open		82001012			79.6
11.JPG	      0		775	247													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			65.7
11.JPG	      0		556	1305													Unknown			Open					43.0
11.JPG	      0		832	1017													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			15.6
11.JPG	      0		668	32													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			87.0
11.JPG	      0		755	1324													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			41.7
13.JPG	      0		554	627													Macroalgae	Erect fine branching	Red	Open		90300910			41.6
13.JPG	      0		930	275													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			68.7
13.JPG	      0		706	1824													Open Water			Open					100.0
13.JPG	      0		681	1526													Open Water			Open					68.8
13.JPG	      0		760	1594													Open Water			Open					74.7
13.JPG	      0		962	1518													Consolidated	Rock	Veneer	Open		82001002			67.8
13.JPG	      0		1025	814													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			23.9
13.JPG	      0		664	51													Consolidated	Rock	Veneer	Open		82001002			93.4
13.JPG	      0		710	1326													Open Water			Open					47.1
13.JPG	      0		1029	491													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			49.7
13.JPG	      0		591	587													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			42.3
13.JPG	      0		1048	370													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			62.4
13.JPG	      0		552	1394													Open Water			Open					60.3
13.JPG	      0		1013	935													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			20.7
13.JPG	      0		801	618													Macroalgae	Erect fine branching	Red	Open		90300910			30.9
13.JPG	      0		795	30													Macroalgae	Erect fine branching	Red	Open		90300910			94.2
13.JPG	      0		914	319													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			63.8
13.JPG	      0		998	689													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			29.8
13.JPG	      0		731	1328													Open Water			Open					46.8
13.JPG	      0		999	1760													Macroalgae	Erect fine branching	Red	Open		90300910			94.2
14.JPG	      0		976	1628													Macroalgae	Erect fine branching	Red	Open		90300910			56.4
14.JPG	      0		955	998													Macroalgae	Erect fine branching	Red	Open		90300910			17.4
14.JPG	      0		700	1731													Seagrasses	Strap-like leaves	Thalassodendrum sp.	Open		63600903			65.2
14.JPG	      0		743	1846													Seagrasses	Strap-like leaves	Thalassodendrum sp.	Open		63600903			76.2
14.JPG	      0		605	1088													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			20.7
14.JPG	      0		759	747													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			35.3
14.JPG	      0		836	1145													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			5.8
14.JPG	      0		749	1708													Seagrasses	Strap-like leaves	Thalassodendrum sp.	Open		63600903			62.3
14.JPG	      0		685	981													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			17.0
14.JPG	      0		1073	509													Macroalgae	Erect fine branching	Red	Open		90300910			64.5
14.JPG	      0		1050	1146													Sponges	Massive forms		Open		10000903			24.7
14.JPG	      0		963	587													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			53.3
14.JPG	      0		593	1646													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			59.9
14.JPG	      0		842	1084													Seagrasses	Strap-like leaves	Thalassodendrum sp.	Open		63600903			3.3
14.JPG	      0		802	101													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			100.0
14.JPG	      0		611	1854													Seagrasses	Strap-like leaves	Thalassodendrum sp.	Open		63600903			79.3
14.JPG	      0		797	921													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			17.4
14.JPG	      0		966	368													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			74.7
14.JPG	      0		803	1337													Macroalgae	Erect fine branching	Red	Open		90300910			24.6
14.JPG	      0		710	436													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			67.0
15.JPG	      0		994	1475													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			61.9
15.JPG	      0		862	29													Open Water			Open					88.1
15.JPG	      0		784	504													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			39.8
15.JPG	      0		1062	1088													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			32.1
15.JPG	      0		709	1158													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			28.8
15.JPG	      0		678	939													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			14.5
15.JPG	      0		797	1878													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			100.0
15.JPG	      0		767	554													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			34.9
15.JPG	      0		764	809													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			10.0
15.JPG	      0		646	760													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			21.8
15.JPG	      0		722	452													Open Water			Open					45.9
15.JPG	      0		678	578													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			35.0
15.JPG	      0		818	833													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			6.2
15.JPG	      0		768	1335													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			45.1
15.JPG	      0		627	641													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			31.9
15.JPG	      0		849	108													Open Water			Open					80.1
15.JPG	      0		963	1829													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			96.2
15.JPG	      0		834	1015													Macroalgae	Erect course branching	Brown	Open		80300904			12.5
15.JPG	      0		946	764													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			18.9
15.JPG	      0		993	1136													Consolidated	Rock	Veneer	Open		82001002			30.6
16.JPG	      0		996	1638													Consolidated	Rock	Veneer	Open		82001002			94.7
16.JPG	      0		774	613													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			27.9
16.JPG	      0		842	739													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			15.1
16.JPG	      0		733	1376													Macroalgae	Erect fine branching	Red	Open		90300910			61.0
16.JPG	      0		556	289													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			70.3
16.JPG	      0		813	33													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			95.3
16.JPG	      0		643	443													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			50.1
16.JPG	      0		712	587													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			31.8
16.JPG	      0		654	1347													Macroalgae	Erect course branching	Brown	Open		80300904			59.2
16.JPG	      0		883	882													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			12.7
16.JPG	      0		879	232													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			73.1
16.JPG	      0		859	1380													Consolidated	Rock	Veneer	Open		82001002			62.0
16.JPG	      0		746	113													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			86.0
16.JPG	      0		917	1659													Macroalgae	Erect course branching	Brown	Open		80300904			95.1
16.JPG	      0		586	1692													Macroalgae	Erect course branching	Brown	Open		80300904			100.0
16.JPG	      0		565	709													Open Water			Open					29.9
16.JPG	      0		937	761													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			21.3
16.JPG	      0		927	847													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			17.4
16.JPG	      0		733	982													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			15.9
16.JPG	      0		801	731													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			14.4
17.JPG	      0		777	1190													Macroalgae	Large canopy-forming	Scytothalia dorycarpa	Open		54102005			35.5
17.JPG	      0		895	236													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			64.3
17.JPG	      0		1069	1546													Macroalgae	Large canopy-forming	Scytothalia dorycarpa	Open		54102005			74.0
17.JPG	      0		711	770													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			18.5
17.JPG	      0		1066	1072													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			30.1
17.JPG	      0		986	833													Macroalgae	Erect fine branching	Red	Open		90300910			12.5
17.JPG	      0		1017	280													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			61.7
17.JPG	      0		925	1002													Macroalgae	Erect fine branching	Red	Open		90300910			16.0
17.JPG	      0		662	573													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			36.3
17.JPG	      0		1039	932													Consolidated	Rock	No biota	Open		82001002			19.3
17.JPG	      0		912	722													Macroalgae	Large canopy-forming	Scytothalia dorycarpa	Open		54102005			14.9
17.JPG	      0		811	640													Macroalgae	Large canopy-forming	Scytothalia dorycarpa	Open		54102005			23.2
17.JPG	      0		1068	1232													Macroalgae	Large canopy-forming	Scytothalia dorycarpa	Open		54102005			43.8
17.JPG	      0		918	150													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			73.3
17.JPG	      0		903	1610													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			77.7
17.JPG	      0		864	183													Consolidated	Rock	No biota	Open		82001002			69.7
17.JPG	      0		720	1329													Macroalgae	Large canopy-forming	Scytothalia dorycarpa	Open		54102005			50.9
17.JPG	      0		661	1805													Macroalgae	Large canopy-forming	Scytothalia dorycarpa	Open		54102005			100.0
17.JPG	      0		721	986													Macroalgae	Large canopy-forming	Scytothalia dorycarpa	Open		54102005			20.0
17.JPG	      0		620	75													Unknown			Open					84.8
18.JPG	      0		772	1067													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			8.6
18.JPG	      0		965	206													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			91.9
18.JPG	      0		848	536													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			52.7
18.JPG	      0		646	1527													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			62.8
18.JPG	      0		576	337													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			79.3
18.JPG	      0		812	735													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			29.9
18.JPG	      0		822	610													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			44.1
18.JPG	      0		589	1822													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			97.0
18.JPG	      0		946	552													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			53.2
18.JPG	      0		746	1874													Sponges	Massive forms		Open		10000903			100.0
